model,N,start_date,end_date,MSE,MSE_benchmark,OOS_R2_vs_HM,MAE,MAE_benchmark,MAE_gain,MSE_F
Baseline SOP annual non-overlap,77,1948-12-31,2024-12-31,0.025845465869560245,0.02654684006969087,0.02642025183748331,0.13068581090124637,0.13098591318474292,0.0003001022834965561,2.0895662582605645
