year,price,d12,e12,ret,retx,aaa,baa,lty,ltr,corpr,tbl,rfree,d/p,d/y,e/p,d/e,b/m,tms,dfy,dfr,infl,eqis,ntis,svar,cay,i/k,csp,pce,vp,impvar,vrp,govik,lzrt,skew,crdstd,ogap,wtexas,accrul,cfacc,sntm,ndrbl,skvw,tail,fbm,dtoy,dtoat,ygap,rdsp,rsvix,gpce,gip,tchi,house,avgcor,shtint,disag,date,date_m,price_m,d12_m,e12_m,ret_decimal,rfree_m,dfy_m,tbl_m,tms_m,ntis_m,dp,ge,gm,gs,ms,r_log,dp_annual,ge_annual,m_annual,gm_annual,ret_lead
1997,970.43,15.5,39.72,0.336083,0.312675,0.0676,0.0732,0.0602,0.1587,0.1295,0.0516,0.050764,0.015969,0.01622,0.04093,0.390156,0.178801,0.0086,0.0056,-0.029165,0.017024,0.1427,0.015559,0.0332,0.047039,0.04022,-0.000889,0.022076,30.669827,0.01075,34.0974,0.032665,-1.7328,0.481669,-7.0,0.081161,-0.077365,-0.051114,0.146623,0.482643,-0.057203,0.072552,0.478999,0.322072,0.957495,0.957495,-3.252359,0.03477,0.047774,0.006907,0.025411,1.055849,-0.249469,0.429222,0.868997,2.960494,1997-12-31,1997-12-31,970.43,15.497,39.72,0.33608260311514937,0.004275,0.006008333333333333,0.05060833333333333,0.016033333333333333,0.016343,0.0013301400495936476,0.02524034565031103,0.24484924005693098,0.06470049511160514,0.06603063516119878,0.2897421989332326,0.0013301400495936476,0.02524034565031103,24.431772406847934,0.24484924005693098,0.2569728337118631
1998,1229.23,16.2,37.71,0.29301,0.27392,0.0622,0.0723,0.0542,0.1307,0.1076,0.0439,0.050374,0.013175,0.013918,0.030678,0.429462,0.173611,0.0103,0.0101,-0.023148,0.016119,0.120659,0.020057,0.041258,0.038287,0.042104,-0.001034,0.015847,31.861181,0.011976,32.2986,0.033789,-1.615602,-0.550873,36.4,0.097573,0.067722,-0.058077,0.160308,0.069363,-0.065899,0.040869,0.457121,0.36818,0.979429,0.979429,-3.529669,0.037322,0.047271,0.004435,0.013788,1.055849,-0.248631,0.228716,0.473542,3.934711,1998-12-31,1998-12-31,1229.23,16.195,37.71,0.2930100821931633,0.003958333333333334,0.006891666666666667,0.04776666666666667,0.009125,0.020211083333333334,0.0010976458633333238,-0.051929527906706095,0.28833349174447026,0.05589449970470064,0.05699214556803396,0.2569728337118631,0.0010976458633333238,-0.051929527906706095,32.59692389286661,0.28833349174447026,0.19351533866381865
1999,1469.25,16.69,48.17,0.213508,0.197948,0.0755,0.0819,0.0682,-0.0899,-0.0745,0.052,0.045972,0.011361,0.012018,0.032785,0.346523,0.147167,0.0162,0.0064,0.015356,0.026846,0.138456,0.017889,0.032678,0.040897,0.042574,6.4e-05,0.038663,34.15453,0.008405,35.7088,0.035514,-1.583153,0.409533,9.1,0.130256,0.035786,-0.072808,0.201135,-0.014486,-0.000138,0.069671,0.396464,0.254646,1.0,1.0,-3.478678,0.085356,0.051786,0.011805,0.017783,1.055849,-0.245625,0.155129,0.062438,4.33277,1999-12-31,1999-12-31,1469.25,16.692,48.17,0.21350813885864786,0.003825,0.008291666666666668,0.04638333333333333,0.015950000000000002,0.01999125,0.0009461803284165914,0.24481110937186373,-0.06644699995540916,0.05880316906762582,0.05974934939604241,0.19351533866381865,0.0009461803284165914,0.24481110937186373,30.501349387585634,-0.06644699995540916,-0.0889328582165062
2000,1320.28,16.27,50.0,-0.085093,-0.095481,0.0721,0.0802,0.0558,0.2149,0.1285,0.0577,0.057655,0.012324,0.012374,0.037871,0.32542,0.151852,-0.0019,0.0081,-0.086389,0.033868,0.14099,-0.002262,0.049217,0.037559,0.04294,-0.000525,0.052273,33.667107,0.009501,24.7904,0.034164,-1.702023,-0.583233,43.9,0.121142,-0.204999,-0.07938,0.154882,-0.638941,-0.039611,0.00932,0.428675,0.355178,0.920146,0.920146,-3.324649,0.067534,0.061012,0.006283,-0.002747,-2.68188,-0.242116,0.129072,0.310991,4.031515,2000-12-31,2000-12-31,1320.28,16.271,50.0,-0.08509301530613031,0.004775000000000001,0.007416666666666666,0.058166666666666665,0.003275,0.009651,0.001026401700809356,0.03728658478601656,-0.1441948159807621,0.06080226927801026,0.06182867097881962,-0.0889328582165062,0.001026401700809356,0.03728658478601656,26.4056,-0.1441948159807621,-0.1268270598295509
2001,1148.08,15.74,24.69,-0.119114,-0.130693,0.0677,0.0805,0.0575,0.037,0.1064,0.0169,0.041411,0.01371,0.013814,0.021505,0.637505,0.131218,0.0406,0.0128,0.069339,0.015517,0.086543,0.013465,0.045606,0.030064,0.037531,-0.001336,0.042001,31.290174,0.005025,35.7873,0.035208,-1.764758,-0.91629,50.9,0.053259,0.025694,-0.094112,0.125776,-0.874191,-0.062351,-0.009783,0.441091,0.285142,0.883892,0.854859,-3.889095,0.032308,0.045047,0.003497,-0.010949,-1.37155,-0.248356,0.213865,0.769618,3.592093,2001-12-31,2001-12-31,1148.08,15.74,24.69,-0.11911354341784695,0.0031333333333333335,0.00865,0.033883333333333335,0.022199999999999998,0.00407075,0.0011418350251787078,-0.7056247020710579,0.5658718486357198,0.0237315787818781,0.024873413807056807,-0.1268270598295509,0.0011418350251787078,-0.7056247020710579,46.49979748886188,0.5658718486357198,-0.24561413444157826
2002,879.82,16.07,27.59,-0.217776,-0.230561,0.0621,0.0745,0.0484,0.1784,0.1664,0.0119,0.017134,0.01827,0.017167,0.031359,0.582602,0.295386,0.0365,0.0124,-0.011999,0.023769,0.082028,0.025736,0.067692,0.009559,0.03409,-0.004144,0.037646,42.968784,0.008218,43.3278,0.035263,-1.748816,0.485034,20.0,0.064308,0.161518,-0.052981,0.122438,-0.126232,-0.046085,0.06988,0.470452,0.312365,0.784338,0.711562,-3.501773,0.033653,0.072329,0.005228,-0.000542,-2.147701,-0.246544,0.383449,1.007819,3.366038,2002-12-31,2002-12-31,879.82,16.074,27.59,-0.21777649897896068,0.0013499999999999999,0.0131,0.016025,0.038158333333333336,0.021596583333333336,0.0015209344325780734,0.11105508487210644,-0.37718400463935065,0.03902934997552416,0.04055028440810223,-0.24561413444157826,0.0015209344325780734,0.11105508487210644,31.889090250090614,-0.37718400463935065,0.25225254366858935
2003,1111.92,17.39,48.74,0.286921,0.263896,0.0562,0.066,0.0515,0.009,0.0527,0.009,0.010491,0.015635,0.016429,0.043834,0.356689,0.21874,0.0425,0.0098,0.043766,0.018795,0.072423,0.006946,0.029261,0.010914,0.035068,,0.025758,16.923622,0.003586,20.7938,0.034552,-1.848346,-0.130005,0.0,0.066952,0.071876,-0.043376,0.107522,-0.078352,-0.000854,0.013805,0.413273,0.106608,1.0,0.891746,-3.169157,0.023188,0.029296,0.003334,0.009674,1.055849,-0.243455,0.244238,1.128283,3.52558,2003-12-31,2003-12-31,1111.92,17.385,48.74,0.2869214954297459,0.0008500000000000001,0.010991666666666665,0.010108333333333332,0.039341666666666664,0.011887833333333334,0.001302452636930065,0.5690466599678655,-0.334920471286795,0.062265107704134535,0.0635675603410646,0.25225254366858935,0.001302452636930065,0.5690466599678655,22.81329503487895,-0.334920471286795,0.10408069703924307
2004,1211.92,19.44,58.55,0.10969,0.087382,0.0547,0.0615,0.0484,0.085,0.0872,0.0219,0.011952,0.016042,0.016563,0.048312,0.332058,0.270619,0.0265,0.0068,0.002238,0.032556,0.078297,0.013002,0.012291,0.01408,0.035904,,0.023644,5.005804,0.003005,8.9618,0.032804,-1.810449,-0.455671,-21.1,0.086513,-0.117982,-0.041644,0.125024,0.210565,-0.014116,0.041348,0.444661,0.225883,0.99341,0.919818,-3.07151,0.019962,0.015169,0.007704,0.014228,1.055849,-0.240775,0.257246,1.216556,3.294101,2004-12-31,2004-12-31,1211.92,19.442,58.55,0.10969036977676737,0.0009833333333333332,0.00765,0.013716666666666667,0.0365,0.011988083333333335,0.0013358292784868637,0.18338104184666618,-0.09726341377310067,0.06290358273253319,0.06423941201102006,0.10408069703924307,0.0013358292784868637,0.18338104184666618,20.69888983774552,-0.09726341377310067,0.05076440454997437
2005,1248.29,22.22,69.83,0.052075,0.032873,0.0537,0.0632,0.0461,0.0781,0.0587,0.0389,0.028599,0.017797,0.01778,0.055941,0.318144,0.313478,0.0072,0.0095,-0.019353,0.034157,0.051071,0.003059,0.010541,0.033711,0.036421,,0.006806,3.475762,0.004683,7.1476,0.031934,-1.816546,-0.343464,-8.8,0.095862,0.065062,-0.047336,0.142875,0.515877,0.033755,0.037942,0.458883,0.243816,0.979613,0.91423,-2.927196,0.014692,0.011822,0.003795,0.009128,-0.519085,-0.242796,0.241339,1.539799,3.473042,2005-12-31,2005-12-31,1248.29,22.216,69.83,0.05207462462027476,0.00245,0.008291666666666666,0.031466666666666664,0.0147,0.006971333333333333,0.0014822634778421646,0.17618262681421756,-0.14661389093418492,0.0782178745547668,0.07970013803260896,0.05076440454997437,0.0014822634778421646,0.17618262681421756,17.876127738794214,-0.14661389093418492,0.14565930132819918
2006,1418.3,24.88,81.51,0.156802,0.135088,0.0532,0.0622,0.0491,0.0118,0.0324,0.0485,0.045763,0.017545,0.017766,0.05747,0.305288,0.281682,0.0006,0.009,0.020596,0.025407,0.049123,-0.015037,0.010062,0.036027,0.037513,,-0.001186,3.177323,0.005268,6.9593,0.031696,-1.833495,-0.549596,0.0,0.102252,-0.033667,-0.034835,0.128729,0.517337,0.032655,0.0315,0.447606,0.174192,0.99621,0.99621,-2.901079,0.018646,0.011479,0.006203,0.002444,1.055849,-0.240269,0.164712,1.628735,3.518923,2006-12-31,2006-12-31,1418.3,24.884,81.51,0.15680152486947882,0.0039250000000000005,0.008916666666666666,0.04726666666666667,0.0025083333333333333,-0.005332833333333333,0.001460776537879179,0.15466199524842222,-0.026977638677961352,0.0863978662574398,0.08785864279531898,0.14565930132819918,0.001460776537879179,0.15466199524842222,17.400318979266345,-0.026977638677961352,0.05560971522509302
2007,1468.36,27.73,66.18,0.057185,0.037262,0.0549,0.0665,0.045,0.0989,0.0259,0.03,0.046513,0.018886,0.018723,0.045071,0.419034,0.250583,0.015,0.0116,-0.073038,0.040813,0.077726,-0.040637,0.02536,0.031443,0.038253,,0.010552,25.319271,0.007704,18.1362,0.032011,-2.358381,-0.560379,19.2,0.108972,0.082957,-0.036929,0.123461,0.619515,0.080578,-0.033481,0.438335,0.214849,0.936481,0.936481,-3.139694,0.020053,0.042799,0.001085,0.003295,-0.561164,-0.240374,0.403755,2.566972,3.760651,2007-12-31,2007-12-31,1468.36,27.732,66.1807,0.05718464442686175,0.0038083333333333337,0.009266666666666666,0.043533333333333334,0.005166666666666667,-0.016341583333333333,0.0015725141657655449,-0.2083474096128999,0.24303457003007276,0.06650887107819989,0.06808138524396544,0.05560971522509302,0.0015725141657655449,-0.2083474096128999,22.18736778482925,0.24303457003007276,-0.45349426191944775
2008,903.25,28.39,14.88,-0.364596,-0.379608,0.0505,0.0843,0.0303,0.2586,0.0879,0.0003,0.018242,0.031428,0.031673,0.016474,1.907728,0.354984,0.03,0.0338,-0.170721,0.000914,0.217404,-0.024498,0.168489,0.016283,0.033841,,-0.009314,84.764015,0.015547,-11.3457,0.031104,-2.138056,-0.519533,83.6,-0.026069,-0.289078,-0.040067,0.129973,0.106929,-0.088068,-0.036853,0.435001,0.362684,0.672098,0.619603,-4.129893,0.046352,0.12869,-0.003264,-0.042772,-2.68188,-0.244496,0.652041,1.434199,4.284431,2008-12-31,2008-12-31,903.25,28.387,14.88,-0.3645955341217389,0.0013166666666666665,0.01815,0.01365,0.02975833333333333,-0.046809750000000004,0.0026158210728048086,-1.4923602730885204,1.0064582323985354,-0.02337822505378522,-0.02076240398098041,-0.45349426191944775,0.0026158210728048086,-1.4923602730885204,60.70228494623655,1.0064582323985354,0.23491558818954733
2009,1115.1,22.41,50.97,0.264802,0.23291,0.0526,0.0637,0.0458,-0.149,0.03,0.0005,0.001351,0.020092,0.020449,0.045709,0.439572,0.325531,0.0453,0.0111,0.178995,0.027213,0.197135,0.010594,0.074396,-0.009747,0.029637,,-0.04132,25.883081,0.004747,25.778,0.030613,-1.639104,0.493761,14.0,-0.066307,0.028501,-0.050856,0.120733,-0.826672,-0.114455,-0.017902,0.462385,0.181074,0.98858,0.736209,-3.120733,0.037198,0.039134,-0.000836,0.015608,1.055849,-0.250481,0.385914,0.86404,4.265622,2009-12-31,2009-12-31,1115.1,22.405,50.97,0.2648018134301614,7.5e-05,0.019825,0.0014999999999999998,0.039775,-0.013771,0.0016733368822929816,1.2312191949470046,-1.020519199003438,0.04007056081586303,0.04174389769815601,0.23491558818954733,0.0016733368822929816,1.2312191949470046,21.87757504414361,-1.020519199003438,0.14108454561064104
2010,1257.64,22.73,77.35,0.151522,0.126974,0.0502,0.061,0.0414,0.1014,0.1244,0.0014,0.001175,0.018073,0.019253,0.061504,0.293846,0.3581,0.039978,0.0108,0.022951,0.014957,0.129702,0.012612,0.032533,-0.010201,0.03162,,-0.05454,16.443985,0.003352,18.6383,0.029822,-1.508994,-0.362917,-10.5,-0.020431,0.086305,-0.044197,0.147819,0.059951,-0.019975,0.103825,0.455943,0.190213,0.999321,0.817359,-2.821022,0.030912,0.027065,0.001418,0.004183,1.055849,-0.247182,0.336385,0.634084,4.692229,2010-12-31,2010-12-31,1257.64,22.729,77.35,0.15152192047012086,8.333333333333333e-05,0.01095,0.0013666666666666669,0.03834008333333334,0.015802833333333332,0.001504994806696602,0.4171033526671247,-0.2968104908535421,0.06438786655727338,0.06589286136396999,0.14108454561064104,0.001504994806696602,0.4171033526671247,16.259082094376215,-0.2968104908535421,0.018066807907526947
2011,1257.6,26.43,86.95,0.018231,-0.002846,0.0393,0.0525,0.0248,0.271,0.1794,0.0001,0.000725,0.021012,0.021192,0.06914,0.30391,0.357233,0.0247,0.0132,-0.091566,0.029624,0.128186,-0.006497,0.053955,-0.005799,0.033837,,-0.069437,28.795353,0.005435,22.1362,0.028403,-1.855866,-0.452137,-5.9,-0.005585,-0.015245,-0.033791,0.127666,0.193535,0.047422,0.051625,0.464654,0.30002,0.953712,0.862546,-2.691234,0.02082,0.044474,-0.002855,0.010295,-2.68188,-0.240648,0.619006,0.627579,4.769919,2011-12-31,2011-12-31,1257.6,26.425,86.95,0.018230822949174587,3.3333333333333335e-05,0.01025,0.000525,0.03514166666666667,0.009099666666666667,0.0017498199528924517,0.11699266378121712,-0.11702446989117352,0.08473106392866855,0.086480883881561,0.018066807907526947,0.0017498199528924517,0.11699266378121712,14.463484761357101,-0.11702446989117352,0.14924811042027344
2012,1426.19,31.25,86.51,0.160961,0.134092,0.0365,0.0463,0.0241,0.0344,0.1067,0.0007,0.000725,0.021909,0.022064,0.060658,0.361195,0.349032,0.0234,0.0098,0.072362,0.01741,0.116498,-0.011549,0.016176,-0.009021,0.03445,,-0.083749,11.418256,0.002564,17.928,0.026784,-1.491639,-0.302114,-7.6,0.003183,0.037158,-0.041617,0.140263,0.043444,0.039854,0.074656,0.484642,0.304571,0.962821,0.925138,-2.819556,0.020045,0.030989,-0.000147,0.005002,1.055849,-0.236726,0.368939,0.067042,4.150606,2012-12-31,2012-12-31,1426.19,31.2469,86.51,0.16096114929264124,5e-05,0.012616666666666667,0.0008583333333333333,0.023525,-0.015409666666666667,0.0018242955034956138,-0.005073226608009081,0.1308746368633674,0.07555476882273135,0.07737906432622696,0.14924811042027344,0.0018242955034956138,-0.005073226608009081,16.485839787307825,0.1308746368633674,0.2816109303075772
2013,1848.36,34.99,100.2,0.325263,0.297248,0.0462,0.0538,0.0367,-0.1279,-0.0708,0.0007,0.000575,0.018931,0.019377,0.05421,0.349222,0.304408,0.036,0.0076,0.057066,0.015017,0.128662,0.012144,0.012483,0.014252,0.035293,,-0.075353,7.783432,0.002057,9.5654,0.026144,-1.761887,-0.090028,-8.3,0.013864,0.060724,-0.044109,0.133207,-0.023888,0.05358,0.058368,0.455277,0.140886,1.0,1.0,-2.943473,0.016982,0.017288,0.006452,0.006791,1.055849,-0.23815,0.312076,-0.360875,3.76338,2013-12-31,2013-12-31,1848.36,34.992,100.2,0.325263072089099,0.0,0.008666666666666666,0.0005833333333333334,0.031841666666666664,0.00187675,0.0015762815955022982,0.14690817445848145,0.11238403203558461,0.07605691385579964,0.07763319545130194,0.2816109303075772,0.0015762815955022982,0.14690817445848145,18.446706586826345,0.11238403203558461,0.1268608187337127
2014,2058.9,39.44,102.31,0.135259,0.112101,0.0379,0.0474,0.024,0.2474,0.1727,0.0003,0.00045,0.019157,0.019077,0.049692,0.385526,0.323756,0.0237,0.0095,-0.074676,0.007565,0.109321,0.005625,0.01293,0.008069,0.03641,,-0.04109,19.057377,0.003478,17.5331,0.026858,-1.854681,-0.325423,-10.5,0.034864,-0.189415,-0.038504,0.128776,0.008485,-0.050581,0.001881,0.47688,0.301611,0.987225,0.987225,-3.023779,0.027089,0.030461,0.008382,0.005852,1.055849,-0.2347,0.400247,-0.452672,3.7741,2014-12-31,2014-12-31,2058.9,39.4431,102.31,0.13525896842980947,0.0,0.006916666666666667,0.000325,0.03013333333333333,0.011247333333333333,0.0015950488933288807,0.020839231240084227,0.08703386891824806,0.06035037054662569,0.06194541943995457,0.1268608187337127,0.0015950488933288807,0.020839231240084227,20.124132538363796,0.08703386891824806,0.01482457103427317
2015,2043.94,43.39,86.53,0.014935,-0.006697,0.0397,0.0546,0.0243,-0.0064,-0.0101,0.0023,0.00025,0.021228,0.020855,0.042335,0.50142,0.313649,0.022,0.0149,-0.003689,0.007295,0.103253,-0.022252,0.02391,-0.005755,0.035168,,-0.018369,14.181724,0.003797,9.1229,0.027579,-1.937802,-0.310939,7.4,-0.021458,-0.081623,-0.044951,0.12648,-0.043343,-0.032423,-0.004419,0.485961,0.293827,0.951543,0.951543,-3.184296,0.026881,0.029006,0.001693,-0.013544,-0.503882,-0.232142,0.386386,-0.200766,3.798513,2015-12-31,2015-12-31,2043.94,43.3879,86.53,0.014935094706651397,8.333333333333334e-06,0.011125000000000001,0.000525,0.024775000000000002,-0.010335333333333334,0.001767487697384876,-0.16751624527220113,0.1602237033748181,0.04676539065877506,0.048532878356159936,0.01482457103427317,0.001767487697384876,-0.16751624527220113,23.62117184791402,0.1602237033748181,0.11151990759730228
2016,2238.83,45.7,94.55,0.117976,0.093351,0.0406,0.0483,0.0272,0.0176,0.067,0.0051,0.002703,0.020413,0.020784,0.042232,0.483349,0.293479,0.0221,0.0077,0.049397,0.020746,0.089542,-0.025108,0.017119,-0.004624,0.034912,,-0.024419,7.837351,0.002486,12.5386,0.028634,-1.268578,0.279796,1.5,-0.030182,0.087836,-0.050739,0.126636,-0.068615,-0.035816,0.011258,0.479801,0.288339,0.989386,0.989386,-3.189175,0.027597,0.017627,0.001952,-0.000454,0.792587,-0.231537,0.173441,-0.610563,4.425706,2016-12-31,2016-12-31,2238.83,45.7006,94.55,0.11797634498597685,0.000175,0.010516666666666667,0.0031750000000000003,0.018558333333333333,-0.027193416666666664,0.0016995921723870543,0.08863762048581905,0.00243646979202373,0.04462571507889029,0.04632530725127735,0.11151990759730228,0.0016995921723870543,0.08863762048581905,23.678794288736118,0.00243646979202373,0.19873691782791592
2017,2673.61,48.93,109.88,0.219861,0.195309,0.0351,0.0422,0.0254,0.0623,0.1224,0.0132,0.008174,0.018302,0.01893,0.041098,0.445322,0.235393,0.0122,0.0071,0.060093,0.021091,0.07746,-0.01988,0.004563,-0.004437,0.035433,,-0.000642,3.436215,0.002253,6.1073,0.029601,-1.250014,0.333117,-8.5,-0.014894,0.05331,-0.043619,0.282577,0.057765,0.016377,-0.007635,0.511356,0.233713,0.995237,0.995237,-3.215513,0.02377,0.010176,0.006135,0.014221,1.055849,-0.229202,0.097611,-0.632293,4.113863,2017-12-31,2017-12-31,2673.61,48.932,109.88,0.21986145054692618,0.0006583333333333334,0.006966666666666667,0.009308333333333333,0.01685,-0.014503083333333333,0.0015239297718428874,0.1502600661226066,0.02721614502365407,0.05087670110250507,0.05240063087434796,0.19873691782791592,0.0015239297718428874,0.1502600661226066,24.33208955223881,0.02721614502365407,-0.0459591253442176
2018,2506.85,53.75,132.39,-0.044919,-0.063535,0.0402,0.0513,0.0284,-0.0056,-0.0474,0.0237,0.017741,0.021441,0.019473,0.052811,0.405984,0.268167,0.0047,0.0111,-0.041738,0.019102,0.081069,-0.019228,0.028855,-0.015153,0.035818,,0.010647,15.472471,0.006388,-4.0034,0.029138,-2.113445,0.281758,-15.9,0.001439,-0.11087,-0.045372,0.135164,0.225482,-0.029404,0.111764,0.462526,0.359961,0.869507,0.869507,-2.968937,0.026073,0.064129,0.001864,0.001506,-1.106946,-0.228565,0.490086,-0.676677,3.752451,2018-12-31,2018-12-31,2506.85,53.7482,132.39,-0.04491915924453841,0.0014916666666666665,0.0087,0.019391666666666665,0.010875000000000001,-0.019970666666666668,0.0017851765381186621,0.1863632507224924,-0.2507658849327378,0.062791340033965,0.06457651657208366,-0.0459591253442176,0.0017851765381186621,0.1863632507224924,18.93534254853086,-0.2507658849327378,0.273832102881676
2019,3230.78,58.24,139.47,0.314994,0.288991,0.0301,0.0388,0.0186,0.1217,0.1994,0.0154,0.022258,0.018027,0.018542,0.043169,0.417581,0.221932,0.0032,0.0087,0.077742,0.022851,0.093928,-0.007199,0.015758,-0.022356,0.035377,,0.014323,7.751521,0.003775,9.6763,0.030053,-1.505646,-0.062167,5.4,-0.026984,0.098486,-0.048628,0.134889,-0.179517,-0.057836,0.010359,0.502353,0.304429,0.996271,0.996271,-3.161058,0.040853,0.017853,0.004808,-0.005103,1.055849,-0.229368,0.250595,-0.773385,3.119565,2019-12-31,2019-12-31,3230.78,58.2406,139.47,0.3149939290819912,0.0017666666666666666,0.009875,0.020608333333333336,0.0008333333333333334,-0.015168916666666666,0.0015010900152757527,0.05209741242103766,0.20159919681153562,0.0531556551864237,0.05465674520169945,0.273832102881676,0.0015010900152757527,0.05209741242103766,23.164694916469493,0.20159919681153562,0.17650383327717498
2020,3756.07,58.28,94.13,0.193039,0.171269,0.0226,0.0316,0.0093,0.1666,0.1539,0.0009,0.005256,0.015516,0.016092,0.025061,0.619131,0.216622,0.0084,0.009,-0.012663,0.01362,0.129299,-9.8e-05,0.118727,-0.139775,0.03308,,-0.037856,29.987631,0.005314,31.6237,0.030495,-1.986288,,37.7,-0.071792,0.064843,-0.062626,0.129861,0.230016,-0.009977,0.054564,0.456954,0.339308,1.0,1.0,-3.695709,0.039381,0.042189,0.013813,0.016937,1.055849,-0.247523,0.263884,-1.481539,6.401161,2020-12-31,2020-12-31,3756.07,58.2788,94.13,0.19303928297269685,0.00037499999999999995,0.011258333333333334,0.00365,0.005291666666666667,-0.00806325,0.0012921829176757718,-0.3931727188114742,0.5438223226819277,0.031632690006549155,0.03292487292422493,0.17650383327717498,0.0012921829176757718,-0.3931727188114742,39.90300648039945,0.5438223226819277,0.25056648197212245
2021,4766.18,60.4,197.87,0.284753,0.26683,0.0265,0.033,0.0147,-0.0543,-0.0265,0.0006,0.0005,0.012672,0.013225,0.041515,0.305236,0.175932,0.0141,0.0065,0.027749,0.070364,0.166105,0.01297,0.017331,-0.098808,0.03355,,0.02936,12.699518,0.00359,2.8255,0.02854,-1.27766,,-18.2,-0.048684,0.136446,-0.0441,0.142497,0.449429,0.024583,0.00707,0.435896,0.467788,0.99588,0.99588,-3.196435,0.039192,0.024679,0.008044,0.012417,1.055849,-0.232942,0.251053,-1.886112,4.60118,2021-12-31,2021-12-31,4766.18,60.3971,197.87,0.2847530131006024,8.333333333333334e-06,0.006883333333333334,0.00044166666666666665,0.013983333333333334,0.014058583333333333,0.0010554946461171478,0.7429334438452198,-0.5047614963819742,0.10406059730236303,0.10511609194848018,0.25056648197212245,0.0010554946461171478,0.7429334438452198,24.087431141658666,-0.5047614963819742,-0.20075358778651384
2022,3839.5,66.92,172.75,-0.181886,-0.195288,0.0443,0.0559,0.0362,-0.1246,-0.1576,0.0425,0.012844,0.01743,0.016402,0.044993,0.387397,0.216479,-0.0063,0.0116,-0.032989,0.064544,0.047873,-0.021249,0.058112,0.009066,0.035075,,0.031228,,0.007466,8.2077,0.028525,-1.296731,,39.1,-0.048799,-0.002735,-0.028223,0.111433,0.078339,-0.001428,0.016254,0.48379,0.450542,0.900749,0.900749,-3.136812,0.030513,0.04505,0.001898,-0.004445,-1.332653,-0.230616,0.492762,-2.016237,2.884048,2022-12-31,2022-12-31,3839.5,66.9228,172.75,-0.18188620006322725,0.0011833333333333333,0.009975,0.020216666666666668,0.009300000000000001,-0.006291583333333333,0.0014513922854884778,-0.13576478675656936,-0.08043820893827786,0.09171960372092924,0.09317099600641772,-0.20075358778651384,0.0014513922854884778,-0.13576478675656936,22.22575976845152,-0.08043820893827786,0.23616875386068048
2023,4769.83,70.3,192.43,0.266388,0.245857,0.0474,0.0564,0.0402,0.0405,0.0852,0.0524,0.049439,0.014739,0.015391,0.040343,0.365347,0.194424,-0.0122,0.009,0.044654,0.033521,0.044939,-0.017441,0.017142,-0.002251,0.035341,,0.029115,,,5.96,0.031671,-1.739012,,33.9,-0.046715,-0.0492,-0.033998,0.123408,,0.022876,-0.000504,0.508539,0.341286,0.999455,0.999455,-3.249746,0.047711,,0.006215,-0.004458,0.792587,-0.231972,0.239503,-2.094452,3.351642,2023-12-31,2023-12-31,4769.83,70.3037,192.43,0.2663875962668125,0.004025,0.010508333333333333,0.05068333333333333,-0.011108333333333333,-0.018898916666666668,0.0012274522690734564,0.10788698858468845,0.10908152647900335,0.0686616201517704,0.06988907242084386,0.23616875386068048,0.0012274522690734564,0.10788698858468845,24.787351244608427,0.10908152647900335,0.22808571866152869
2024,5881.63,74.83,210.17,0.256193,0.239193,0.052,0.058,0.0439,0.0058,0.0213,0.0427,0.052523,0.012723,0.012405,0.035733,0.356056,0.183056,0.0012,0.006,0.015476,0.028881,0.072922,-0.004614,0.016126,-0.006592,0.034675,,0.037742,,,,0.03211,-2.014421,,0.0,-0.047211,0.061236,-0.044052,0.148584,,-0.033976,-0.077636,0.541364,,0.945132,0.945132,-3.374636,0.029925,,0.005974,-0.002729,1.055849,-0.232362,0.195351,-2.135697,2.824905,2024-12-31,2024-12-31,5881.63,74.8323,210.17,0.2561934049198727,0.004275,0.007091666666666666,0.049666666666666665,-0.007583333333333333,-0.010774083333333332,0.0010596603295750418,0.08818427580685308,0.12133899372004531,0.06390178184977974,0.06496144217935478,0.22808571866152869,0.0010596603295750418,0.08818427580685308,27.985107294095258,0.12133899372004531,
