date,price,d12,e12,ret,retx,rfree,lty,dfy,tbl,tms,ntis,infl,ltr,dfr,svar,dp_gw,dy,ep,de,bm,cay,SP500,CPIAUCSL,TB3MS,VIXCLS,USREC,ret_decimal,r_log,rf_simple,rf_forecast_simple,dp,ge,gm,gs,ms,forecast_target_date,ret_lead,rf_log,rf_log_next,rf_simple_next,xret_lead,hist_mean,hist_mean_xret,d12_lag1,e12_lag1,dp_lagfund,ge_lagfund,gm_lagfund,gs_lagfund,ms_lagfund,ge_winsor,gm_winsor,gs_winsor,ms_winsor,VIXCLS_lag1,decomp_error,fc_dfy,fc_tbl,fc_tms,fc_ntis,fc_infl,fc_ltr,fc_dfr,fc_svar,fc_dp_gw,fc_dy,fc_ep,fc_de,fc_bm,gm_lead,gm_fc_VIXCLS,ms_enh_VIXCLS,gm_fc_dfy,ms_enh_dfy,gm_fc_ntis,ms_enh_ntis,gm_fc_tbl,ms_enh_tbl,gm_fc_tms,ms_enh_tms,gm_fc_VIX_lag1,ms_enh_VIX_lag1
2004-05-31,1120.68,18.4093,54.7667,0.013629,0.012024,0.0006,0.0539,0.0071,0.0102,0.0437,0.01633,0.005851,-0.0051,-0.002,0.000978,0.016427,0.016625,0.048869,0.336141,0.286412,,,188.2,1.02,15.5,0,0.013629,0.013536960507379044,0.0006,0.0008500000000000001,0.0013679723593468243,0.025584382045402993,-0.013573357839838743,0.005156666932590902,0.006524639291937726,2004-06-30,0.019300540487376824,0.0005998200719676155,0.0007996801705643322,0.0008,0.018500860316812494,0.008078968453329715,0.005023978444828311,18.2167,53.3833,0.0013536701734661349,0.026254244390823776,-0.014243220185259482,0.005133083556390159,0.006486753729856294,0.025584382045402993,-0.013573357839838743,0.005269242082896535,0.006637214442243359,17.19,0.0001579639424679688,0.007864372975708245,0.008104087111215024,0.009548290989029911,0.008559770364625198,0.007523992376829106,0.0076924503183324715,0.00795019712409265,0.008259012863066857,0.006193266699570311,0.0052516269034626,0.006262922626481145,0.010500804136218391,0.005760869231284943,-0.007115146917485574,,,-0.0008696846835527685,0.005654954608384957,0.0010308425400295629,0.0075554818319672895,0.00037141420798406945,0.006896053499921796,0.0005057683679478935,0.00703040765988562,,
2004-06-30,1140.84,18.602,56.15,0.019488,0.018019,0.0008,0.0532,0.0077,0.0127,0.0405,0.014491,0.003173,0.0121,-0.0028,0.000771,0.016306,0.016599,0.049218,0.331291,0.279632,,,188.9,1.27,14.34,0,0.019488,0.019300540487376824,0.0008,0.0010583333333333332,0.0013578717796243248,0.024944336166797865,-0.007115146917485574,0.005179230995608803,0.006537102775233127,2004-07-31,-0.033509214856733915,0.0007996801705643322,0.0009995003330835331,0.001,-0.03450871518981745,0.008090880950181146,0.005038285113482222,18.4093,54.7667,0.0013438148954990705,0.025584382045402993,-0.007755192796090556,0.005156666932590902,0.006500481828089972,0.024944336166797865,-0.007115146917485574,0.005291806145914437,0.006649677925538762,15.5,0.00011347945844020907,0.007908359042395412,0.008117457711279018,0.00940673684064761,0.008749739332182843,0.00798188515509276,0.008406970069161775,0.007914732044188513,0.008291511168762894,0.006212628171054099,0.005280175667240431,0.006306131000459739,0.010566890844425548,0.0057375913590106825,-0.04446338536709055,,,-0.000658201147854177,0.00587890162737895,0.0011467168983615092,0.007683819673594636,0.00039526206840431163,0.0069323648436374384,0.0005101120843180298,0.007047214859551157,,
2004-07-31,1101.72,18.789,56.69,-0.032954,-0.034111,0.001,0.0523,0.008,0.0133,0.039,0.014721,-0.001581,0.0155,0.0029,0.000777,0.017054,0.016469,0.051456,0.331434,0.287788,,,189.1,1.33,15.32,0,-0.032954,-0.033509214856733915,0.001,0.0011083333333333333,0.001420177941181446,0.009571147151760225,-0.04446338536709055,0.0051883603283343765,0.006608538269515823,2004-08-31,0.003799771715078844,0.0009995003330835331,0.0010993954433009636,0.0011,0.0027003762717778806,0.008046766320481341,0.0049963476794384265,18.602,56.15,0.0014060533652158992,0.024944336166797865,-0.05983657438212822,0.005179230995608803,0.006585284360824702,0.009571147151760225,-0.04446338536709055,0.00530093547864001,0.006721113419821456,14.34,-3.7154582585040286e-05,0.007874828492666304,0.008060327503528076,0.009209365075757037,0.008680869975295392,0.008727466853842425,0.008498259012725228,0.008211501266035367,0.008244096416150846,0.006188946853724858,0.005186065754858296,0.006411180441242034,0.010477333604830781,0.005726099448818118,-0.007195687513084665,,,-0.0005980860897414689,0.006010452179774354,0.0010806787213123966,0.007689216990828219,0.0003453267446587784,0.006953865014174601,0.00040317504207793676,0.00701171331159376,,
2004-08-31,1104.24,18.976,57.23,0.003807,0.002019,0.0011,0.0493,0.0081,0.0148,0.0345,0.014279,0.000528,0.0395,0.0,0.001443,0.017185,0.017224,0.051828,0.331574,0.286821,,,189.2,1.48,15.29,0,0.003807,0.003799771715078844,0.0011,0.0012333333333333335,0.0014310314192136156,0.009480408084798575,-0.007195687513084665,0.005197336861637401,0.006628368280851016,2004-09-30,0.010758914752168757,0.0010993954433009636,0.0010993954433009636,0.0011,0.009659519308867794,0.008042267385517991,0.00499391550633709,18.789,56.69,0.001416939230298924,0.009571147151760225,-0.0072864265800463264,0.0051883603283343765,0.0066052995586333004,0.009480408084798575,-0.007195687513084665,0.005309912011943033,0.006740943431156649,15.32,8.401972415131775e-05,0.00787518424126847,0.008053830351473674,0.00897016631992383,0.00871850995013487,0.008371293426736554,0.00946468093979122,0.008032717655828652,0.008175342974401485,0.006195370789875136,0.005272018215634962,0.0064341295254356345,0.010461459516107607,0.005716459894827811,-7.10365699569418e-05,,,-0.0005691708548817452,0.006059197425969271,0.001101601887982177,0.007729970168833193,0.00035703843924992523,0.006985406720100941,0.0004411690425644195,0.007069537323415436,,
2004-09-30,1114.58,19.163,57.77,0.010817,0.009347,0.0011,0.0488,0.0081,0.0165,0.0323,0.009132,0.002111,0.0096,0.0005,0.000706,0.017193,0.017354,0.051831,0.331712,0.289485,,,189.8,1.65,13.34,0,0.010817,0.010758914752168757,0.0011,0.0013750000000000001,0.0014317265386658898,0.009391373372163284,-7.10365699569418e-05,0.005206164420150249,0.006637890958816139,2004-10-31,0.014862011154716498,0.0010993954433009636,0.0010993954433009636,0.0011,0.013762615711415535,0.00804514214463614,0.004998852653218076,18.976,57.23,0.0014177650941280054,0.009480408084798575,-0.00016007128259193322,0.005197336861637401,0.006615101955765406,0.009391373372163284,-7.10365699569418e-05,0.0053187395704558825,0.0067504661091217725,15.29,6.851411296525042e-06,0.007878430577286905,0.008056476974466842,0.008863731935168314,0.00921861966042121,0.008111272147192025,0.008255508078187633,0.008065627379605818,0.008248982269004604,0.0062062140470293,0.005299859006819777,0.006439732160737357,0.010459308576454081,0.005745215317696101,0.009426447468870988,,,-0.0005691576282325205,0.006068733330583618,0.001448314687265776,0.008086205646081914,0.00038077642977854976,0.007018667388594689,0.00046830073814986187,0.007106191696966001,,
2004-10-31,1130.2,19.256,58.03,0.014973,0.013699,0.0011,0.0478,0.0074,0.0176,0.0302,0.007429,0.005266,0.0154,0.001,0.00123,0.017038,0.017276,0.051345,0.331828,0.29101,,,190.8,1.76,16.27,0,0.014973,0.014862011154716498,0.0011,0.0014666666666666667,0.0014188007297204726,0.0044905084093426265,0.009426447468870988,0.005218162286647577,0.00663696301636805,2004-11-30,0.03975806875189781,0.0010993954433009636,0.0014988761237358919,0.0015,0.038259192628161916,0.008052348137247218,0.005008116673364162,19.163,57.77,0.0014119532349518766,0.009391373372163284,0.004525582506050191,0.005206164420150249,0.006618117655102125,0.0044905084093426265,0.009426447468870988,0.005330737436953211,0.006749538166673684,13.34,-0.00047374545321758957,0.007850416731070694,0.00806449141036505,0.008769301337841323,0.009390639691911633,0.007594129680191539,0.008497937644173215,0.00810287825476122,0.00820607217062336,0.00621272675167533,0.005311960465734315,0.006415571732532514,0.010465404454105948,0.005772787249914071,0.03339834560619163,,,-0.0008160280874362842,0.005820934928931766,0.001573440079577962,0.008210403095946013,0.0004072883951891651,0.007044251411557215,0.0005103419757571693,0.00714730499212522,,
2004-11-30,1173.82,19.349,58.29,0.040559,0.035572,0.0015,0.0502,0.0068,0.0207,0.0295,0.012177,0.000524,-0.0234,0.0034,0.000857,0.016484,0.01712,0.049658,0.331944,0.279832,,,191.7,2.07,13.24,0,0.040559,0.03975806875189781,0.0015,0.001725,0.0013727064051697803,0.00447043385494155,0.03339834560619163,0.0052301123861205326,0.006602818791290313,2004-12-31,0.03317748960599636,0.0014988761237358919,0.0015987213636970278,0.0016,0.031578768242299333,0.008085828306850862,0.005043228685988024,19.256,58.03,0.0013661130651875478,0.0044905084093426265,0.03337827105179057,0.005218162286647577,0.006584275351835125,0.00447043385494155,0.03339834560619163,0.005342687536426166,0.006715393941595946,16.27,0.000516582885594849,0.007858322888769127,0.008101324669052161,0.008784008896107498,0.008967258975893896,0.008413619713289435,0.006948661552530805,0.008280918176067934,0.008276859799103576,0.006239403875328015,0.005365627645231271,0.006339186716090635,0.010519912828646298,0.005753592806976451,0.02749195320692422,,,-0.0009970936970959102,0.005605725094194403,0.0012897141138574783,0.00789253290514779,0.0004894076460808972,0.00709222643737121,0.0005709624922277988,0.0071737812835181115,,
2004-12-31,1211.92,19.442,58.55,0.033734,0.032086,0.0016,0.0484,0.0068,0.0219,0.0265,0.013002,-0.003665,0.025,0.0007,0.000728,0.016042,0.016563,0.048312,0.332058,0.270619,,,191.7,2.19,13.29,0,0.033734,0.03317748960599636,0.0016,0.001825,0.001335966617721847,0.004450537986267979,0.02749195320692422,0.005241965227711095,0.006577931845432942,2005-01-31,-0.02411238095730787,0.0015987213636970278,0.0015987213636970278,0.0016,-0.0257111023210049,0.00811229630400186,0.005071219761469365,19.349,58.29,0.0013295803233413282,0.00447043385494155,0.027472057338250696,0.0052301123861205326,0.006559692709461861,0.004450537986267979,0.02749195320692422,0.005354540378016728,0.006690506995738575,13.24,-0.00010096820491768688,0.007889650566970285,0.008129937262227544,0.008665838736303517,0.008914923038824702,0.00913571625096127,0.008940683237690518,0.008144743431412655,0.008317264924959425,0.0062629130377206636,0.005361600747543119,0.006280169809979538,0.010561407162644714,0.005738854589078822,-0.0350789430855505,,,-0.0009634778512839183,0.005614453994149024,0.0012634884237623478,0.00784142026919529,0.0005361571464187851,0.007114088991851727,0.0006422409250818171,0.007220172770514759,,
2005-01-31,1181.27,19.703,59.1067,-0.023824,-0.024749,0.0016,0.0465,0.0066,0.0233,0.0232,0.013545,0.002102,0.03,-0.0023,0.000821,0.01668,0.016258,0.050037,0.333346,0.27818,,,191.6,2.33,12.82,0,-0.023824,-0.02411238095730787,0.0016,0.0019416666666666668,0.0013889937310418907,0.009463195117034598,-0.0350789430855505,0.005302305964266409,0.0066912996953083,2005-02-28,0.020931401755227005,0.0015987213636970278,0.0015987213636970278,0.0016,0.019332680391529976,0.00807833984745675,0.005038783173395104,19.442,58.55,0.0013706067322698144,0.004450537986267979,-0.030066285954783785,0.005241965227711095,0.006612571959980909,0.009463195117034598,-0.0350789430855505,0.005414881114572043,0.006803874845613934,13.29,0.00011437328016613776,0.007839802503974024,0.008090874070858914,0.008451930730289036,0.008825467973251067,0.008143555261721681,0.009091500916170312,0.007929223572217134,0.008272090513219957,0.006249197171646546,0.005268234675019356,0.006360430484987757,0.010479824952201252,0.005738748517039946,0.009354129035385567,,,-0.0010781220070950242,0.005613177688213276,0.0011859848189714685,0.007877284514279768,0.0005162383461296389,0.007207538041437939,0.0006307400288687751,0.007322039724177075,,
2005-02-28,1203.6,19.964,59.6633,0.021152,0.019015,0.0016,0.0479,0.0062,0.0254,0.0225,0.011758,0.005768,-0.0128,0.0016,0.000834,0.016587,0.0169,0.049571,0.334611,0.271041,,,192.4,2.54,12.08,0,0.021152,0.020931401755227005,0.0016,0.0021166666666666664,0.001381287745093255,0.009372805838952331,0.009354129035385567,0.005362400844090348,0.006743688589183602,2005-03-31,-0.017390339204082172,0.0015987213636970278,0.002097798082146129,0.0021,-0.0194881372862283,0.008091869386307035,0.00505382938099314,19.703,59.1067,0.0013632417383542758,0.009463195117034598,0.009263739757303336,0.005302305964266409,0.006665547702620685,0.009372805838952331,0.009354129035385567,0.005474975994395981,0.006856263739489237,12.82,0.0008231791357958505,0.007836125154557297,0.00810365582115455,0.008431030838015306,0.009013279042017581,0.007560440684771294,0.007404932211234663,0.0081787607448016,0.008284996480318824,0.0062729990613778494,0.005374805386372595,0.006346776110542786,0.010485705875493016,0.005716473017688642,-0.02859018430840326,,,-0.0012125194531953203,0.005531169135988282,0.001317189927693435,0.008060878516877038,0.0005549324926971041,0.007298621081880706,0.000648342037073688,0.00739203062625729,,
