Sample,N,OOS_R2_vs_HM,MSE_SOP,MSE_HM,MAE_SOP,MAE_HM,MSE_F
1927-2007 replication window,816,0.01371319770794277,0.0017458808207782453,0.0017701553105252427,0.03169673889396295,0.031870242307223746,11.345553143037721
