date,forecast_target_date,ret_A_SOP_Markowitz_net,ret_B_SOP_VolManaged_net,ret_C_VIX_Markowitz_net,ret_D_VIX_VolManaged_net,ret_HM_Markowitz_net,ret_BuyHold_net,w_A_SOP_Markowitz,w_B_SOP_VolManaged,w_C_VIX_Markowitz,w_D_VIX_VolManaged,w_HM_Markowitz,w_BuyHold
2015-03-31,2015-04-30,0.0136515,0.0136515,0.01329897781126879,0.0136515,0.0136515,0.009101,1.5,1.5,1.5,1.5,1.5,1.0
2015-04-30,2015-05-31,0.018783,0.018783,0.018623235934652618,0.018783,0.018783,0.012522,1.5,1.5,1.4886061856120822,1.5,1.5,1.0
2015-05-31,2015-06-30,-0.0290145,-0.0290145,-0.028526426284462326,-0.0290145,-0.0290145,-0.019343,1.5,1.5,1.4736040467434963,1.5,1.5,1.0
2015-06-30,2015-07-31,0.0319455,0.0319455,0.031905906070115245,0.0319455,0.0319455,0.021297,1.5,1.5,1.5,1.5,1.5,1.0
2015-07-31,2015-08-31,-0.09010950000000001,-0.09010950000000001,-0.06765002227617203,-0.09010950000000001,-0.09010950000000001,-0.060073,1.5,1.5,1.1165557898036984,1.5,1.5,1.0
2015-08-31,2015-09-30,-0.0368205,-0.01721210468005805,-0.03739566631529445,-0.01721210468005805,-0.0368205,-0.024547,1.5,0.649199665034844,1.5,0.649199665034844,1.5,1.0
2015-09-30,2015-10-31,0.1251735,0.07775333127140169,0.1251735,0.07775333127140169,0.1251735,0.083449,1.5,0.9369184709252025,1.5,0.9369184709252025,1.5,1.0
2015-10-31,2015-11-30,0.0050595,0.004214877706387804,0.0050595,0.004214877706387804,0.0050595,0.003373,1.5,1.5,1.5,1.5,1.5,1.0
2015-11-30,2015-12-31,-0.022920500000000003,-0.022920500000000003,-0.022920500000000003,-0.022920500000000003,-0.022920500000000003,-0.015247,1.5,1.5,1.5,1.5,1.5,1.0
2015-12-31,2016-01-31,-0.07369999999999999,-0.0659415767325831,-0.07369999999999999,-0.0659415767325831,-0.07369999999999999,-0.0491,1.5,1.3373496170352852,1.5,1.3373496170352852,1.5,1.0
2016-01-31,2016-02-29,-0.0027129999999999997,-0.0021962394296869926,-0.0027129999999999997,-0.0021962394296869926,-0.0027129999999999997,-0.001742,1.5,0.8828393758689246,1.5,0.8828393758689246,1.5,1.0
2016-02-29,2016-03-31,0.10090999999999999,0.09731425130392458,0.10090999999999999,0.09731425130392458,0.10090999999999999,0.06734,1.5,1.4593234649622366,1.5,1.4593234649622366,1.5,1.0
2016-03-31,2016-04-30,0.0055705,0.005509485197443355,0.00485166235033259,0.005509485197443355,0.0055705,0.003747,1.5,1.5,1.3603385176476763,1.5,1.5,1.0
2016-04-30,2016-05-31,0.027680499999999997,0.027680499999999997,0.02747100777647151,0.027680499999999997,0.027680499999999997,0.018487,1.5,1.5,1.5,1.5,1.5,1.0
2016-05-31,2016-06-30,0.003912499999999999,0.003912499999999999,0.0036423684036603816,0.003912499999999999,0.003912499999999999,0.002675,1.5,1.5,1.432042365700725,1.5,1.5,1.0
2016-06-30,2016-07-31,0.0547565,0.0481076481744354,0.05465456354855109,0.0481076481744354,0.0547565,0.036571,1.5,1.3244342154797972,1.5,1.3244342154797972,1.5,1.0
2016-07-31,2016-08-31,0.0017705000000000002,0.001507151323219696,0.00013041811966477547,0.001507151323219696,0.0017705000000000002,0.001247,1.5,1.5,0.8560730740733316,1.5,1.5,1.0
2016-08-31,2016-09-30,0.000569,0.000569,-0.0001672639597117393,0.000569,0.000569,0.000446,1.5,1.5,1.3168848252166958,1.5,1.5,1.0
2016-09-30,2016-10-31,-0.027016000000000002,-0.027016000000000002,-0.025624731572103158,-0.027016000000000002,-0.027016000000000002,-0.017944,1.5,1.5,1.4151933827086234,1.5,1.5,1.0
2016-10-31,2016-11-30,0.053667999999999993,0.053667999999999993,0.05354079007406293,0.053667999999999993,0.053667999999999993,0.035812,1.5,1.5,1.5,1.5,1.5,1.0
2016-11-30,2016-12-31,0.028655999999999997,0.028655999999999997,0.028458178440113863,0.028655999999999997,0.028655999999999997,0.019204,1.5,1.5,1.49030476573779,1.5,1.5,1.0
2016-12-31,2017-01-31,0.028876,0.028876,0.028861457148606683,0.028876,0.028876,0.019384,1.5,1.5,1.5,1.5,1.5,1.0
2017-01-31,2017-02-28,0.058988500000000006,0.058988500000000006,0.038488355608740026,0.058988500000000006,0.058988500000000006,0.039459,1.5,1.5,0.9945599154007749,1.5,1.5,1.0
2017-02-28,2017-03-31,0.0023475,0.0023475,0.001608827863772771,0.0023475,0.0023475,0.001665,1.5,1.5,1.3556445135436423,1.5,1.5,1.0
2017-03-31,2017-04-30,0.015636499999999998,0.015636499999999998,0.010591820296501686,0.015636499999999998,0.015636499999999998,0.010591,1.5,1.5,1.046094993254866,1.5,1.5,1.0
2017-04-30,2017-05-31,0.021528,0.021528,0.006501513842682779,0.021528,0.021528,0.014552,1.5,1.5,0.4834750409374241,1.5,1.5,1.0
2017-05-31,2017-06-30,0.008397,0.008397,0.002265645735008262,0.007913433185657593,0.008397,0.005798,1.5,1.5,0.35695107441242135,1.4278042976496854,1.5,1.0
